speaker_id,folder_id,file_id,file_name,extension,session,session_key,task,variant,textgrid_role,text,info_sex,info_age,info_l1_english,info_l1_other,info_l2_english_l1,info_l2_english_aoa,info_db_session,info_db_clipping,regex_like,regex_well,regex_so,hybrid_like,hybrid_well,hybrid_so,parsed_like,parsed_well,parsed_so,removed_like,removed_well,removed_so,regex_ambiguous_total,hybrid_ambiguous_total,removed_ambiguous_total,hybrid_occurrences_json
110,38657280443,716843371613,110C_annoyed.TextGrid,textgrid,C,110C,annoyed,,orthographic,okay so today I was doing laundry and I put my loads into the dryer but I had uh class so I had to leave an when I come back I some of the loads are out on the counter that makes complete sense but then I open one an somebody put all of their  laundry into mine an they were all different colors an I was so mad about this because I specifically was I did uh different load so that I could so I could keep these colors the same and every was looking at me an I was just like uh please I don't even really know what to say this the most annoying thing I've ever dealt with and I took all of his laundry I had to go through the entire thing an find exactly my my clothes were all entertwined with his and it was just annoying,F,19,Y,NA,NA,NA,C,pos_min_clip,1,0,5,1,0,3,1,0,5,0,0,2,6,4,2,"[{""start"": 5, ""end"": 7, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""do"", ""hybrid_is_filler"": true}, {""start"": 87, ""end"": 89, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""have"", ""hybrid_is_filler"": true}, {""start"": 305, ""end"": 307, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""mad"", ""hybrid_is_filler"": false}, {""start"": 374, ""end"": 376, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""could"", ""hybrid_is_filler"": false}, {""start"": 390, ""end"": 392, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""keep"", ""hybrid_is_filler"": true}, {""start"": 470, ""end"": 474, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}]"
110,38657280443,227495450469,110B_phonecall.TextGrid,textgrid,B,110B,phonecall,,orthographic,hello hi O K hold on I have to push record O K so what are you doing right now homework yeah how's it going yeah I'm currently in a linguistics lab it's very interesting yeah how's your um computer science going not well how much longer do you have another couple hours oh my gosh that's horrible yeah well what are you working on like what kind of stuff O shoot really it all crashed that's really not good yeah well I'm after this I'm going to the house and I'm gonna get dressed in my Christmas gear so for our sister hood which will be fun no you have to you have to stay on the phone I have another minute and a half what um I think they're just testing like the variance of my voice I'm really not sure I know so I'm being recorded but you're not because they don't have your consent yeah but yeah I'm just no yeah I I just say like words and I um I they like give me sentences to read and they had me like come up with my own like I just had to talk about something exciting getting an internship or job and I had no idea what I was talking about but it's really interesting yeah um like probably twenty thirty more seconds yeah what oh tonight oh it's a sister hood and um we are each family is a different country and since we didn't come up with a country we're being the north pole I think I mean I don't I yeah no I looked it up they're it's not a it's not there's no country that has rights to it yeah alright I gotta go alright O K I'll talk to you later O K bye,F,19,Y,NA,NA,NA,B,pos_min_clip,7,3,3,4,2,3,7,3,3,3,1,0,13,9,4,"[{""start"": 47, ""end"": 49, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""do"", ""hybrid_is_filler"": true}, {""start"": 216, ""end"": 220, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""go"", ""hybrid_is_filler"": false}, {""start"": 302, ""end"": 306, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""work"", ""hybrid_is_filler"": true}, {""start"": 331, ""end"": 335, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""work"", ""hybrid_is_filler"": false}, {""start"": 413, ""end"": 417, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 503, ""end"": 505, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""for"", ""hybrid_is_filler"": true}, {""start"": 659, ""end"": 663, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""test"", ""hybrid_is_filler"": false}, {""start"": 716, ""end"": 718, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""record"", ""hybrid_is_filler"": true}, {""start"": 834, ""end"": 838, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""say"", ""hybrid_is_filler"": false}, {""start"": 861, ""end"": 865, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head_lemma"": ""give"", ""hybrid_is_filler"": true}, {""start"": 908, ""end"": 912, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""come"", ""hybrid_is_filler"": true}, {""start"": 933, ""end"": 937, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""mark"", ""head_lemma"": ""have"", ""hybrid_is_filler"": true}, {""start"": 1090, ""end"": 1094, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""second"", ""hybrid_is_filler"": true}]"
109,38657333364,716844073919,109A_neutral.TextGrid,textgrid,A,109A,neutral,,orthographic,today I went to rendevous an I ordered uh vegetable an egg breakfast burrito an first the guy who took my order said would you like to get this breakfast burrito because we do not sure if we have any more an then I said yes of course I'd like to try because I really love the breakfast burritos an then he said do you want some extra cheese on your burrito an I said most definitely because I love cheese an its so good an then he said thank your for your order it'll be placed,F,18,Y,NA,NA,NA,A,OK,2,0,1,0,0,0,2,0,1,2,0,1,3,0,3,"[{""start"": 127, ""end"": 131, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""VERB"", ""dep"": ""ccomp"", ""head_lemma"": ""say"", ""hybrid_is_filler"": false}, {""start"": 238, ""end"": 242, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""VERB"", ""dep"": ""ccomp"", ""head_lemma"": ""say"", ""hybrid_is_filler"": false}, {""start"": 412, ""end"": 414, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""good"", ""hybrid_is_filler"": false}]"
109,38657333364,716843533621,109B_happy.TextGrid,textgrid,B,109B,happy,,orthographic,first I went into the office of the mutt tell an urban lee guild and I met with the president an she said congratulations you've received uh five thousand dollar scholarship an then I said thank you very much because I was so excited to receive such uh great amount money an then she said I hope you do great things at UCLA an we're so proud of you please also enjoy uh ticket for American airlines an then I said oh my gosh thank you so much I was not expecting that,F,18,Y,NA,NA,NA,B,OK,0,0,3,0,0,0,0,0,3,0,0,3,3,0,3,"[{""start"": 223, ""end"": 225, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""excited"", ""hybrid_is_filler"": false}, {""start"": 333, ""end"": 335, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""proud"", ""hybrid_is_filler"": false}, {""start"": 435, ""end"": 437, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""much"", ""hybrid_is_filler"": false}]"
109,38657333364,716843297511,109C_annoyed.TextGrid,textgrid,C,109C,annoyed,,orthographic,first he said I'm sorry that I was disrespectful toward you an that I disrespect our relationship an then I said if you really cared about the relationship you would've respected it all the way through an you wouldn't have embarass me in that way an then he said I'm really sorry I don't expect you to be my friend again or even be anything more with me again an I said you're damn right because I don't wanna be anything with you ever again an then he said okay,F,18,Y,NA,NA,NA,C,OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
109,38657333364,227495986019,109B_phonecall.TextGrid,textgrid,B,109B,phonecall,,orthographic,Hi Asia this is tear in I'm just calling 'cause I'm doing a study and we have to talk to someone on the phone for like two minutes so yeah a study yes I know I left him I'm so sad I think that's the only thing I left at home though um yeah I have a refrigerator but it's just not that big yeah it could probably fit 'em though I don't know if I have to is it raining there oh good 'cause I don't have an umbrella no thank you lord 'cause I I left my umbrella in my dorm I'm at the linguistics center it's like a study in they record me talking on the phone yeah I'm in like a sound booth right now come back home for winter break December nineteenth technically but I'm probably gonna come back December twentieth because I have to work December nineteenth like all day something like that yeah the Steve E wonder yeah but I mean it's a seated concert right yeah O K I'm done thank you for talking to me K bye O K I'm done,F,18,Y,NA,NA,NA,B,OK,5,0,2,2,0,1,5,0,2,3,0,1,7,3,4,"[{""start"": 114, ""end"": 118, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""for"", ""hybrid_is_filler"": true}, {""start"": 131, ""end"": 133, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""ROOT"", ""head_lemma"": ""so"", ""hybrid_is_filler"": true}, {""start"": 173, ""end"": 175, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""sad"", ""hybrid_is_filler"": false}, {""start"": 505, ""end"": 509, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}, {""start"": 569, ""end"": 573, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}, {""start"": 757, ""end"": 761, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""prep"", ""head_lemma"": ""go"", ""hybrid_is_filler"": true}, {""start"": 780, ""end"": 784, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""something"", ""hybrid_is_filler"": false}]"
108,38657390534,716844679376,108C_annoyed.TextGrid,textgrid,C,108C,annoyed,,orthographic,so you're not gonna believe that what happened like it just it so frustrating because cus finals week right and I was telling him not to go out I gave in though he's done every uh always gone out through tenth week an finals week I've I told him your grades are gonna suffer an  it has been suffering the past an he's been struggling so I keep like incessant know I'm trying to be uh good friend to him an tell him not to go out like crazy and just let go an E said focus on the studying but he just doesn't listen to me and at this point I don't even know what I should do like cus its like crossing a boundary between they kinda think I'm like being uh mom I don't wanna do that cus I'm really good friends with them it just I don't I don't know what to do,M,22,Y sounds non-native,Gujarati/Urdu,NA,NA,C,pos_min_clip,6,0,3,2,0,2,6,0,3,4,0,1,9,4,5,"[{""start"": 0, ""end"": 2, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""go"", ""hybrid_is_filler"": true}, {""start"": 47, ""end"": 51, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""happen"", ""hybrid_is_filler"": false}, {""start"": 63, ""end"": 65, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""frustrating"", ""hybrid_is_filler"": false}, {""start"": 334, ""end"": 336, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""keep"", ""hybrid_is_filler"": true}, {""start"": 344, ""end"": 348, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""intj"", ""head_lemma"": ""keep"", ""hybrid_is_filler"": true}, {""start"": 429, ""end"": 433, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""go"", ""hybrid_is_filler"": false}, {""start"": 574, ""end"": 578, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""cus"", ""hybrid_is_filler"": true}, {""start"": 587, ""end"": 591, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADJ"", ""dep"": ""prep"", ""head_lemma"": ""cus"", ""hybrid_is_filler"": false}, {""start"": 641, ""end"": 645, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}]"
108,38657390534,716843063144,108A_neutral.TextGrid,textgrid,A,108A,neutral,,orthographic,so that day we're all like coming back from the S C game and we were so tired we didn't wanna wait in line for like B calf or like our you dorm cafe or whatever an we were all an order mister noodle so I picked up the phone X an I called an it was server it was an asian man I think an he was talk to mean an just an accent but like he asked what I wanted I asked all my friends someone wanted pad thai someone wanted uh pad key you I wanted fried rice I want chicken fried rice like an gave the order an took everyone's order an then he told me to repeat the order an I repeated again twice an I was the whole chaos,M,22,Y sounds non-native,Gujarati/Urdu,NA,NA,A,OK,5,0,3,3,0,2,5,0,3,2,0,1,8,5,3,"[{""start"": 0, ""end"": 2, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 22, ""end"": 26, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}, {""start"": 69, ""end"": 71, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""tired"", ""hybrid_is_filler"": false}, {""start"": 111, ""end"": 115, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""nmod"", ""head_lemma"": ""calf"", ""hybrid_is_filler"": true}, {""start"": 126, ""end"": 130, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""intj"", ""head_lemma"": ""dorm"", ""hybrid_is_filler"": true}, {""start"": 199, ""end"": 201, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""pick"", ""hybrid_is_filler"": true}, {""start"": 328, ""end"": 332, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""ask"", ""hybrid_is_filler"": true}, {""start"": 479, ""end"": 483, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""rice"", ""hybrid_is_filler"": false}]"
108,38657390534,227496146755,108B_phonecall.TextGrid,textgrid,B,108B,phonecall,,orthographic,hello hey sun uh how's it goin' I'm good what are you up to and then what's what's the plan for the rest of the day what are you gonna eat you sure you're eating properly hello know what are you gonna eat O K and what time what time are we meeting tomorrow then no that's too late we should I thought we're gonna finish the rest of the something weren't we I weren't we gonna finish the rest of the for like dinner and then go later yeah I think so so also should I see what I get done at four tomorrow and then uh probably do some work and then hopefully come around fee come at six and then we can go at nine you know I come at six we can watch a show or movie or something and then just go at nine so why not why can't we eat Oh O k I I remember because of the social thing that happening at your apartment oh I forgot I forgot O K O K yeah um we'll figure it out let's see then I don't know O K but anything like if anything we're gonna meet at nine for sure right? yeah alright it's good talking to you uh see you later bye,M,22,Y sounds non-native,Gujarati/Urdu,NA,NA,B,OK,2,0,3,1,0,3,2,0,3,1,0,0,5,4,1,"[{""start"": 403, ""end"": 407, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""finish"", ""hybrid_is_filler"": false}, {""start"": 446, ""end"": 448, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""think"", ""hybrid_is_filler"": true}, {""start"": 449, ""end"": 451, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""see"", ""hybrid_is_filler"": true}, {""start"": 701, ""end"": 703, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""go"", ""hybrid_is_filler"": true}, {""start"": 912, ""end"": 916, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""prep"", ""head_lemma"": ""anything"", ""hybrid_is_filler"": true}]"
105,38657356835,716844937105,105A_neutral.TextGrid,textgrid,A,105A,neutral,,orthographic,so yesterday was monday and I had I when to uh mass class at nine an then I had another class from ten to eleven an another car lass from eleven to twelve an I had uh lesson from twelve to one an I had uh rehearsal from three to five an we took uh group picture and I had dinner and then I had uh concert and nothing really important,F,18,Y,Indonesian ,NA,NA,A,OK,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,"[{""start"": 0, ""end"": 2, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}]"
105,38657356835,716841240626,105C_annoyed.TextGrid,textgrid,C,105C,annoyed,,orthographic,hey Katrina it was really annoying how my roommate an I sign the um roommate agreement and she said we would take out the trash every week an we would take turns taking the trash out and I would always take out the trash when I was supposed to but when it's her turn to take the trash she won't do it an I have remind her an same thing with vacuuming I half to remind her to vacuum she still hasn't done it so our room is really dirty so that's really annoying so hopefully we can figure it out,F,18,Y,Indonesian ,NA,NA,C,OK,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,"[{""start"": 407, ""end"": 409, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 435, ""end"": 437, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 461, ""end"": 463, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""figure"", ""hybrid_is_filler"": true}]"
105,38657356835,227496762514,105B_phonecall.TextGrid,textgrid,B,105B,phonecall,,orthographic,hi hi yeah everything z- O K um yeah later we're gonna eat right noodle noodle place yeah yeah I want noodles yeah I'm almost done yeah I heard that they closed the freeway 'cause there was like protesting yeah I heard the five was closed or the one ten I'm not sure yeah yeah there was a lot going on at school O like protesting for the the fur guess in case yeah yeah um sort of yeah I'm just tired yeah I think I will is everyone with you O K yeah I'm kind a hungry should I bring it now or oh and then like change it when I get back on Sunday yeah I think she's yeah probably later today yeah sounds good yeah where are you now O K I'll walk to my room soon I'm almost done O K talk to you later O K bye yeah O K bye see you later bye,F,18,Y,Indonesian ,NA,NA,B,OK,3,0,0,2,0,0,3,0,0,1,0,0,3,2,1,"[{""start"": 190, ""end"": 194, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 314, ""end"": 318, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""go"", ""hybrid_is_filler"": false}, {""start"": 506, ""end"": 510, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""change"", ""hybrid_is_filler"": true}]"
104,38657297106,716846021247,104B_happy.TextGrid,textgrid,B,104B,happy,,orthographic,yeah so anyway I was talking this this lady an she was talking about uh uh interning for the the jet program over in Japan where can teach Japanes uh to or English to Japanese students an she was like yeah it seems like you have all the prerequisites an uh there's no reason why you can do it you know your good student soI was like great I'd I'd love to do that an uh so what are the the the dates an things like that an she's like oh well it starts in June an uh you take off from here over to Tokyo an you'll be there for like eight weeks an so I was like great uh we'll do it an that was pretty much it,M,20,Y,NA,NA,NA,B,pos_min_clip,7,1,3,6,1,3,7,1,3,1,0,0,11,10,1,"[{""start"": 5, ""end"": 7, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""talk"", ""hybrid_is_filler"": true}, {""start"": 196, ""end"": 200, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 215, ""end"": 219, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""have"", ""hybrid_is_filler"": true}, {""start"": 328, ""end"": 332, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 369, ""end"": 371, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 409, ""end"": 413, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""thing"", ""hybrid_is_filler"": false}, {""start"": 428, ""end"": 432, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 436, ""end"": 440, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""start"", ""hybrid_is_filler"": true}, {""start"": 525, ""end"": 529, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""for"", ""hybrid_is_filler"": true}, {""start"": 545, ""end"": 547, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 554, ""end"": 558, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}]"
104,38657297106,716842939681,104C_annoyed.TextGrid,textgrid,C,104C,annoyed,,orthographic,alright so yeah this weekend I was like sweeping an cleaning up  place the apartment an then I I filled up  the dishwasher an then I I ran it an then when it was done I was like to my roommate hey man can you unload this you know I did uh lot of work this weekend an he's like ah now it's your problem you know you had dishes waiting to go in sounds like you gotta unload it an I was like man that's not fair you can't do that like just unload the dishwasher for me like its no big deal an he'slike now I don't think so an I was like wow you um are really inconsiderate and uh yeah basically we hate each other and uh that's it,M,20,Y,NA,NA,NA,C,OK,8,0,2,4,0,2,8,0,2,4,0,0,10,6,4,"[{""start"": 8, ""end"": 10, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""ROOT"", ""head_lemma"": ""so"", ""hybrid_is_filler"": true}, {""start"": 35, ""end"": 39, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}, {""start"": 173, ""end"": 177, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADJ"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}, {""start"": 272, ""end"": 276, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 350, ""end"": 354, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""get"", ""hybrid_is_filler"": true}, {""start"": 384, ""end"": 388, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}, {""start"": 427, ""end"": 431, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""unload"", ""hybrid_is_filler"": true}, {""start"": 466, ""end"": 470, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""unload"", ""hybrid_is_filler"": false}, {""start"": 517, ""end"": 519, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""think"", ""hybrid_is_filler"": true}, {""start"": 529, ""end"": 533, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}]"
